"I like Dance, Disco, Funk music",I like Folk music,I like Country music,I like Classical music,I like Musicals,I like Pop,I like Rock,I like Metal or Hardrock,I like Punk,"I like Hiphop, Rap","I like Reggae, Ska","I like Swing, Jazz",I like Rock n roll,"I like Techno, Trance",I like Opera,I enjoy watching Horror movies,I enjoy watching Thriller movies,I enjoy watching Comedies,I enjoy watching Romantic movies,I enjoy watching Sci-fi movies,I enjoy watching War movies,I enjoy watching Fantasy/Fairy tales,I enjoy watching Animated movies,I enjoy watching Documentaries,I enjoy watching Western movies,I enjoy watching Action movies,I'm interested in History,I'm interested in Psychology,I'm interested in Politics,I'm interested in Mathematics,I'm interested in Physics,I'm interested in Internet,"I'm interested in PC Software, Hardware","I'm interested in Economy, Management",I'm interested in Biology,I'm interested in Chemistry,I like Reading,I'm interested in Geography,I'm interested in Foreign languages,I'm interested in Medicine,I'm interested in Law,I'm interested in Cars,I'm interested in Art exhibitions,I'm interested in Religion,I like Outdoor activities,I like Dancing,I like Playing musical instruments,I like Writing,I like Passive sport,I like Active sport,I like Gardening,I'm interested in Celebrities,I like Shopping,I'm interested in Science and technology,I'm interested in Theatre,I have Fun with friends (Socializing),I like Adrenaline sports,I like Pets,I take notice of what goes on around me,I try to do tasks as soon as possible and not leave them until last minute,I always make a list so I don't forget anything,I often study or work even in my spare time,I look at things from all different angles before I go ahead,I believe that bad people will suffer one day and good people will be rewarded,I am reliable at work and always complete all tasks given to me,I always keep my promises,I can fall for someone very quickly and then completely lose interest,I would rather have lots of friends than lots of money,I always try to be the funniest one,I can be two faced sometimes,I damaged things in the past when angry,I take my time to make decisions,I always try to vote in elections,I often think about and regret the decisions I make,I can tell if people listen to me or not when I talk to them,I am a hypochondriac,I am emphatetic person,I eat because I have to. I don't enjoy food and eat as fast as I can,I try to give as much as I can to other people at Christmas,I don't like seeing animals suffering,I look after things I have borrowed from others,I feel lonely in life,I used to cheat at school,I worry about my health,I wish I could change the past because of the things I have done,I believe in God,I always have good dreams,I always give to charity,I have lots of friends,I am very patient,I can quickly adapt to a new environment,My moods change quickly,I am well mannered and I look after my appearance,I enjoy meeting new people,I always let other people know about my achievements,I think carefully before answering any important,I enjoy childrens' company,I am not afraid to give my opinion if I feel strongly about something,I can get angry very easily,I always make sure I connect with the right people,I have to be well prepared before public speaking,I will find a fault in myself if people don't like me,I cry when I feel down or things don't go the right way,I am 100% happy with my life,I am always full of life and energy,"I prefer big dangerous dogs to smaller, calmer dogs",I believe all my personality traits are positive,"If I find something doesn't belong to me, I will hand it in",I find it very difficult to get up in the morning,I have many different hobbies and interests,I always listen to my parents' advice,I enjoy taking part in surveys,I save all the money I can,I enjoy going to large shopping centers,I prefer branded clothing to non branded,I spend a lot of money on partying and socializing,I spend a lot of money on my appearance,I spend a lot of money on gadgets,"I will hapily pay more money for good, quality or healthy food"
3,2,2,4,1,2,5,5,4,2,1,1,5,4,1,5,5,4,3,5,2,2,5,5,2,4,3,4,1,3,4,4,2,1,5,5,2,1,4,4,1,1,2,2,3,4,3,5,2,2,2,1,2,5,2,4,3,1,1,2,2,2,3,2,3,4,2,1,2,4,5,4,1,2,1,2,2,3,2,2,2,5,4,4,1,,3,1,2,3,2,4,3,2,3,4,5,2,5,2,3,3,2,3,1,,2,2,5,4,2,2,4,2,1,1,1,2,2
3,1,1,3,1,3,2,1,1,4,3,5,3,3,2,2,2,3,2,3,1,4,4,5,1,3,3,5,2,1,1,4,4,2,3,1,4,3,3,5,2,1,4,5,2,3,3,4,1,3,1,1,5,3,1,3,1,1,3,1,3,3,3,3,3,3,4,3,3,2,2,3,5,4,5,2,2,1,3,5,3,3,4,3,1,5,3,1,2,4,5,3,5,4,3,4,3,4,4,3,4,4,3,3,4,3,3,5,4,3,3,5,1,4,1,2,5,1,4
3,2,2,3,1,3,4,3,2,4,3,3,1,3,1,2,4,4,4,2,3,2,1,4,3,5,4,3,2,1,1,4,3,3,3,1,1,2,2,1,1,5,1,3,3,1,1,1,1,5,1,3,4,5,1,5,5,3,3,3,3,2,4,4,3,4,1,5,3,2,2,3,2,3,2,2,3,3,4,5,4,2,4,4,4,5,3,2,4,2,3,3,4,3,3,4,3,3,3,3,3,4,2,4,4,3,4,3,4,4,4,3,3,4,4,4,4,4,4
3,1,2,3,3,3,2,4,2,5,3,4,3,4,2,5,5,5,2,4,3,3,3,3,3,4,3,3,3,4,4,2,4,3,5,1,5,3,4,2,4,3,4,2,4,3,4,2,4,2,3,4,4,3,3,5,3,2,3,3,4,2,4,3,2,5,1,4,4,3,4,1,3,3,5,3,3,4,2,4,3,3,4,4,4,3,3,5,4,2,3,3,4,1,5,3,3,4,4,3,4,4,4,3,3,4,1,4,1,3,5,1,4,3,3,4,2,4,3
3,1,1,1,1,5,2,1,1,5,1,1,1,1,1,5,5,5,2,4,5,2,2,2,1,5,2,1,2,1,1,3,2,1,1,1,1,1,1,1,1,5,1,1,4,1,1,1,5,5,1,2,3,1,2,5,4,5,3,4,2,3,3,1,5,5,3,3,5,2,5,3,3,3,5,2,1,1,1,3,3,1,4,3,5,5,5,3,5,3,3,3,2,3,3,3,3,3,3,3,3,3,1,5,4,5,5,3,5,5,3,1,5,3,5,2,1,5,5
5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,2,4,2,4,2,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,2,5,5,3,2,2,4,1,5,5,5,4,5,5,5,3,3,3,3,3,5,5,4,4,4,3,4,3,4,3,4,3,4,3,3,2,2,4,3,2,4,4,3,3,3,4,3,4,4,4,4,4,3,3,3,4,5,5,3,3,4,4,4,5,4,5,2,4,4,5,5,5,5,5,5,5
3,2,2,4,3,5,1,4,3,4,4,2,4,2,3,3,4,4,5,3,3,2,3,3,3,3,3,4,4,4,4,3,4,4,2,1,1,3,4,3,4,4,5,3,5,4,4,4,4,4,5,4,3,5,4,2,5,4,4,3,4,5,5,5,4,5,5,5,3,5,4,2,3,4,4,1,2,4,2,3,4,2,3,4,4,2,3,3,4,4,4,3,3,4,5,2,4,3,3,5,3,4,4,3,4,5,5,3,4,5,4,4,4,4,4,2,5,4,4
5,1,2,3,4,2,2,1,1,5,2,2,2,3,1,3,4,3,4,5,3,5,3,2,2,5,2,2,3,2,1,5,5,4,1,1,1,1,3,2,2,5,1,1,5,1,1,1,3,5,1,5,4,1,1,5,5,1,2,1,3,1,3,1,5,5,3,5,3,5,1,3,3,4,4,1,1,5,5,5,5,5,5,3,5,1,3,1,1,3,3,3,5,3,3,3,3,4,3,3,3,3,1,4,4,2,4,4,4,3,3,3,3,4,2,4,4,4,5
3,2,1,4,3,4,5,3,3,3,3,2,2,2,2,4,5,4,1,1,5,3,3,3,4,5,5,4,5,2,2,5,2,3,2,1,3,5,5,4,5,4,2,3,2,5,4,1,5,3,1,3,3,4,2,5,1,1,5,3,2,3,4,5,4,3,5,5,4,3,5,5,1,4,5,4,3,1,2,1,5,3,5,3,3,5,3,3,5,1,5,4,3,3,3,1,4,3,3,4,5,4,1,4,4,5,3,1,2,1,3,1,3,1,4,2,3,3,4
1,2,3,4,5,2,4,5,4,1,1,2,4,2,4,1,1,4,3,4,4,3,4,5,3,3,4,2,3,4,3,5,5,2,3,2,5,3,4,3,2,3,4,2,4,2,3,3,3,2,4,3,3,4,5,4,3,5,3,3,2,4,3,1,4,4,2,4,3,3,2,3,2,4,4,2,4,2,3,5,4,4,3,3,2,2,4,3,2,4,2,2,3,2,3,4,3,3,2,4,4,3,4,3,2,2,3,4,2,2,3,3,4,3,3,2,3,4,4
4,1,1,2,4,4,3,1,4,4,1,1,3,1,1,4,4,5,4,2,5,3,5,1,2,5,1,1,2,4,3,4,4,1,5,5,3,4,3,5,1,1,1,4,5,1,1,1,2,5,1,1,4,4,5,5,3,1,2,5,3,5,4,4,5,4,1,4,3,1,1,3,1,2,4,1,4,2,2,4,5,2,3,4,3,4,3,1,4,2,4,2,4,3,2,4,5,4,4,5,5,4,2,4,1,2,4,1,2,3,3,2,5,5,5,2,4,2,5
5,1,1,1,1,4,5,3,2,1,1,1,5,4,1,4,4,5,1,2,5,2,3,4,2,5,2,1,1,1,2,3,2,1,1,1,1,3,2,1,1,5,1,1,5,1,1,1,5,5,1,1,1,5,1,5,5,2,1,1,1,1,2,1,4,2,5,4,5,3,1,2,1,1,4,1,2,3,1,1,2,3,5,1,3,1,3,1,5,2,,4,3,5,3,3,1,5,3,4,2,3,1,3,5,5,4,4,4,3,1,1,1,1,1,5,3,2,2
5,3,2,2,2,5,4,4,3,5,3,1,3,4,2,3,3,5,4,4,2,4,5,4,1,4,3,3,1,1,1,4,2,1,4,1,3,5,5,1,1,2,1,1,4,5,2,3,4,5,2,2,4,3,3,5,3,4,4,4,2,3,3,4,5,5,1,4,4,1,3,3,5,2,3,1,5,3,3,5,5,1,4,2,2,5,3,2,5,4,4,3,5,4,3,2,3,4,2,3,5,4,3,4,5,4,4,4,3,4,3,5,4,3,4,3,3,3,3
2,1,1,2,4,3,5,4,5,1,1,2,3,1,2,3,4,5,4,1,2,3,2,2,1,2,3,3,3,1,1,5,3,2,2,1,2,2,3,1,1,3,3,2,4,1,4,1,,5,3,3,3,1,3,5,5,3,3,1,4,1,4,5,5,5,2,3,3,1,5,3,3,3,2,3,5,1,5,5,5,3,5,5,5,5,3,3,3,2,5,2,4,3,3,1,4,3,3,3,3,3,3,3,4,3,4,2,5,4,4,1,3,3,2,3,3,3,3
4,1,1,4,4,5,5,3,4,4,4,4,4,2,2,5,4,5,5,2,2,5,5,3,2,5,1,3,3,1,1,5,2,3,1,1,5,3,5,1,1,4,4,2,4,2,5,5,5,4,4,3,4,3,5,5,5,5,5,5,5,5,5,3,3,2,2,4,4,2,4,2,5,4,4,3,2,2,1,4,4,2,3,4,4,4,1,1,3,2,5,4,1,5,5,3,2,4,1,5,5,3,2,4,5,5,3,4,5,3,4,3,1,1,1,1,1,1,1
4,3,1,3,5,5,5,5,5,3,4,2,5,3,3,2,2,3,3,2,2,4,5,4,1,2,5,4,3,1,1,5,3,3,4,4,5,5,5,3,2,1,5,3,4,4,5,4,3,4,1,5,5,2,4,5,3,4,4,5,3,4,3,3,5,5,1,5,2,3,1,4,1,4,3,4,4,1,4,5,4,3,2,5,4,3,3,3,5,1,2,3,5,2,3,5,5,4,2,4,5,3,5,3,5,1,3,5,4,5,4,4,3,5,4,4,5,2,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,,4,3,5,2,3,4,3,5,5,5,5,1,1,5,5,1,1,1,1,3,,1,3,5,1,2,,4,1,1,2,,5,1,5,5,1,5,,5,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,2,3,1,2,2,3,3,4,2,2,4,,5,5,2,5,1,5,3,3,3,3,1,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,4,3,3,3
1,3,3,5,5,3,2,2,2,1,1,1,3,1,4,1,2,5,4,4,4,4,4,5,4,5,3,3,5,1,1,5,2,5,1,1,2,4,4,1,4,5,2,1,5,1,1,1,4,2,2,3,4,3,4,5,3,5,5,1,1,2,2,1,4,4,3,4,3,1,1,1,5,3,3,1,1,1,2,5,4,3,4,4,3,4,3,2,3,3,3,3,4,3,3,3,2,4,3,5,3,3,3,4,3,3,3,2,3,3,2,3,3,4,4,3,4,4,4
3,1,2,3,2,5,5,3,4,3,2,1,2,3,1,5,5,5,2,3,2,5,5,4,2,5,2,2,1,1,1,5,3,2,1,1,1,4,3,1,1,3,1,1,4,1,1,1,5,5,1,1,4,3,2,5,5,1,3,1,1,2,2,1,4,4,3,3,2,1,4,2,2,2,4,2,5,4,1,3,4,2,5,4,4,1,3,1,2,3,4,2,3,3,3,2,5,2,2,3,3,4,2,4,5,4,4,1,5,5,3,3,2,3,4,4,4,2,4
4,1,1,2,1,2,2,2,1,4,1,1,3,1,1,3,1,5,5,3,5,2,2,4,2,5,4,3,5,1,1,4,5,1,1,1,1,3,5,1,2,5,1,2,4,1,1,1,1,1,1,1,5,5,1,5,5,1,2,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,1,5,3,4,3,4,4,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,5,5,2,1,2,5,5,5,5,2,4
2,3,4,5,5,1,5,5,3,1,3,4,5,1,5,3,5,5,4,5,4,5,5,4,4,5,4,4,2,1,1,3,3,3,3,1,5,3,3,3,3,2,5,3,5,3,5,5,4,3,2,4,2,4,5,5,4,5,5,3,3,2,3,1,4,4,2,5,5,2,5,2,2,5,5,3,5,1,3,5,4,2,3,2,4,2,3,2,3,3,4,2,3,2,4,4,4,3,3,3,1,3,3,4,3,2,3,2,4,5,3,5,1,1,1,5,3,2,3
2,3,3,4,2,3,5,4,4,3,2,3,4,1,4,3,4,4,3,4,3,3,3,5,2,2,4,5,4,2,3,3,3,2,4,2,5,4,4,4,3,2,4,3,4,2,3,4,3,4,3,1,2,5,4,5,3,5,5,3,2,3,5,3,4,5,4,5,5,2,2,3,4,5,4,1,5,1,3,5,4,4,2,3,5,2,3,4,4,3,3,4,4,3,2,4,4,2,4,2,4,4,4,3,4,3,3,2,4,3,4,3,4,2,3,3,2,2,4
1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,4,4,1,4,1,1,2,1,4,5,1,1,1,1,5,3,5,1,1,1,5,2,1,5,5,1,1,5,3,1,3,5,5,5,1,5,3,1,5,2,4,1,3,3,2,4,4,3,5,1,5,1,2,3,3,1,1,2,3,1,5,3,5,4,2,5,4,1,5,3,2,5,1,3,5,3,3,3,3,5,3,5,3,3,1,4,5,3,1,4,4,1,5,2,1,1,5,3,5,5,2,4
2,1,1,1,1,2,2,3,1,2,1,1,3,1,1,2,1,5,4,2,5,1,2,3,1,5,3,1,1,1,1,5,3,1,1,1,1,3,2,1,1,5,1,2,5,3,1,1,5,5,1,1,4,4,1,5,2,5,3,3,3,3,4,4,3,5,1,5,1,2,3,3,1,1,2,1,1,5,3,5,4,1,5,4,1,5,4,3,5,1,3,3,3,3,3,3,,3,4,3,3,4,2,5,4,1,4,4,1,5,2,1,1,5,4,4,4,3,5
4,3,1,5,4,4,3,2,3,5,4,3,,5,4,4,2,5,4,3,2,4,4,3,3,4,3,4,3,3,2,5,3,4,3,2,5,2,5,3,1,5,5,4,5,5,3,3,3,3,2,3,5,3,5,5,4,5,3,3,2,3,3,2,5,4,2,3,3,1,2,2,3,3,5,2,1,1,4,4,4,5,5,4,2,5,3,2,3,2,5,4,5,3,2,4,1,4,3,3,4,4,3,5,5,1,3,2,2,2,1,3,2,5,5,4,4,3,5
2,3,4,3,1,2,5,5,3,5,4,4,5,2,2,1,5,5,3,3,4,4,3,5,5,5,4,5,3,4,4,4,3,3,5,5,3,2,5,5,2,5,1,5,5,2,3,,1,5,2,1,3,5,4,5,5,5,4,1,3,1,5,3,4,5,4,5,4,5,4,2,5,5,5,1,2,4,3,5,5,1,3,4,1,5,4,2,4,3,5,1,4,5,3,5,5,5,3,4,2,4,1,5,5,5,3,1,1,5,3,1,3,2,4,5,1,3,5
3,3,1,4,3,4,5,5,5,4,4,5,5,3,2,5,1,5,4,4,5,4,5,5,2,1,5,4,5,3,3,5,4,4,3,2,2,4,5,2,4,4,3,4,5,3,5,1,4,3,5,5,5,5,5,5,5,5,1,3,5,5,5,5,4,5,3,3,3,1,2,5,4,5,3,2,3,4,5,5,5,1,1,3,3,5,3,2,3,2,5,3,4,3,4,4,3,1,4,3,1,3,3,4,5,3,5,3,5,5,4,3,2,5,5,4,4,1,3
1,1,1,1,2,5,5,2,2,5,4,4,5,1,2,3,2,4,5,3,3,4,5,1,4,3,1,1,4,1,1,5,5,1,4,1,1,5,1,4,1,1,3,1,3,3,4,4,5,5,4,1,1,1,3,3,4,2,2,3,3,1,5,3,1,5,3,5,5,3,2,1,3,4,3,1,2,3,1,3,5,5,2,4,5,1,3,1,5,2,4,5,2,3,1,2,3,3,4,3,5,3,5,1,2,5,2,2,5,3,5,2,3,1,1,4,5,5,3
3,3,1,4,1,4,4,4,3,2,1,1,3,4,1,5,5,5,1,2,4,3,4,5,4,5,4,2,4,1,1,4,5,5,3,1,1,5,5,1,1,3,1,3,5,1,1,1,5,5,5,2,2,4,1,5,5,4,3,1,1,2,5,3,4,5,1,5,3,2,5,3,1,5,4,1,4,1,4,5,5,2,4,3,4,3,3,1,4,1,5,2,4,4,1,2,4,2,3,2,4,4,1,4,4,4,4,2,4,4,3,3,2,2,1,3,3,3,4
3,1,2,2,1,4,2,1,2,3,2,1,1,2,1,1,1,4,2,2,2,3,2,5,1,2,3,3,3,3,3,5,3,2,5,5,2,4,4,5,3,5,2,2,4,3,1,1,4,1,2,2,3,3,3,5,2,5,2,2,3,2,4,1,3,3,1,5,2,1,1,3,1,3,3,1,4,1,3,4,3,1,5,3,3,5,5,1,3,3,5,2,4,3,3,3,2,4,3,4,3,3,2,5,5,2,4,3,2,4,3,3,4,2,2,2,2,4,5
2,2,2,4,5,3,5,2,2,4,4,4,4,1,4,1,2,5,5,3,3,3,2,3,4,2,2,5,1,3,1,5,2,3,1,1,3,4,5,1,1,2,1,1,4,3,1,1,2,3,1,4,4,1,4,5,1,1,2,1,1,1,2,1,4,4,2,3,3,1,1,2,1,2,5,1,5,1,1,2,3,2,5,1,1,3,4,1,3,4,3,1,3,3,1,4,3,2,1,3,4,3,2,5,4,2,5,1,4,3,4,2,2,2,1,4,3,1,5
2,2,2,5,4,4,5,5,5,1,3,4,5,1,4,3,5,5,4,5,3,5,5,3,3,5,5,4,1,1,1,5,5,1,4,3,2,1,5,3,1,3,3,4,5,1,5,3,1,1,1,3,3,5,4,5,1,5,3,3,4,3,3,5,5,5,3,5,5,4,5,5,1,4,5,5,2,4,3,4,1,4,3,5,5,5,1,4,2,3,3,5,4,1,5,3,3,4,5,4,5,5,1,2,2,3,1,4,5,3,3,5,1,3,3,4,3,5,4
3,1,1,2,3,5,4,1,3,5,4,3,3,1,2,2,2,4,2,3,3,3,4,2,2,3,4,2,2,1,1,3,2,5,1,1,5,2,4,1,1,1,2,1,1,1,1,3,3,1,2,4,3,1,2,5,2,4,4,1,3,2,1,3,3,4,4,3,3,2,1,2,3,3,4,1,4,1,3,5,4,3,5,3,1,2,3,2,3,3,4,3,3,3,3,2,3,3,3,4,3,2,1,4,3,3,3,2,5,2,1,3,4,3,3,5,3,1,2
3,2,2,3,1,3,2,1,1,5,2,2,1,3,1,5,4,5,3,2,2,3,2,5,1,5,4,4,3,1,1,4,3,5,1,1,1,3,3,1,2,2,2,1,2,1,4,5,3,3,1,3,4,3,2,5,5,1,5,3,4,4,2,2,4,5,2,3,1,2,5,3,2,3,4,1,4,4,1,2,4,5,5,5,3,1,3,2,1,1,3,3,5,1,4,2,1,5,2,4,1,1,3,3,3,3,5,3,4,2,2,1,2,4,5,1,5,1,3
1,1,2,5,1,3,5,3,2,1,3,2,5,1,5,1,3,4,2,1,1,5,5,5,4,3,5,1,1,1,1,3,3,1,1,1,5,3,5,1,1,1,2,1,2,1,3,1,2,1,1,1,1,1,5,5,1,5,3,5,5,3,4,4,5,5,2,4,3,1,1,2,5,2,5,2,3,1,3,5,5,1,5,3,3,3,3,1,3,2,3,3,3,2,3,1,2,4,3,3,3,3,2,3,3,3,3,1,5,5,3,1,4,1,1,3,3,3,3
1,3,1,4,2,2,5,4,2,1,2,2,2,1,2,4,3,3,3,4,4,5,5,5,2,2,2,2,1,2,1,4,4,1,2,1,3,2,3,1,1,1,4,1,5,1,5,1,3,1,3,1,3,3,3,4,1,5,3,3,4,4,3,4,4,3,3,4,2,3,4,3,4,4,4,1,3,1,1,5,3,3,5,4,4,2,3,2,3,2,3,4,3,1,3,4,4,4,4,3,5,4,4,3,2,3,3,4,5,3,3,2,2,2,3,4,4,2,4
3,3,1,4,4,4,5,3,3,3,3,5,5,1,4,2,2,4,4,1,3,4,4,3,2,2,4,3,1,1,1,3,2,1,4,1,4,4,5,3,1,1,5,3,4,2,5,2,5,2,2,3,4,2,5,5,3,1,1,3,5,2,2,1,5,4,4,5,2,2,5,5,2,4,4,4,4,1,2,4,3,3,5,3,1,2,2,1,2,4,2,4,5,4,2,2,4,2,3,2,3,2,5,3,2,1,3,1,4,4,3,4,1,4,2,3,2,1,4
3,4,3,4,5,4,5,3,3,2,4,3,5,1,2,1,2,4,4,3,2,4,2,2,2,1,2,3,2,1,1,4,2,3,2,1,5,3,4,3,2,1,5,1,4,2,3,1,3,1,1,4,5,1,4,5,1,2,2,2,2,3,3,3,4,3,3,4,4,2,1,3,5,4,5,3,5,1,2,5,4,2,5,4,2,3,3,2,4,2,4,3,3,4,3,4,3,4,4,5,4,4,3,5,4,3,3,2,4,3,4,2,1,3,2,4,4,1,5
4,1,2,1,2,4,5,3,4,5,2,1,3,4,1,4,5,4,3,2,4,2,3,3,2,5,2,1,4,3,2,5,3,3,2,2,3,2,4,2,2,3,2,4,3,1,1,2,3,4,1,3,1,2,3,4,2,2,2,4,3,2,3,4,3,2,4,3,3,2,4,2,4,2,4,3,5,4,3,,4,2,4,3,2,4,2,4,2,4,2,3,4,2,,5,3,2,4,3,2,4,3,4,2,4,2,3,1,4,3,2,4,3,2,4,2,5,3
1,2,2,5,4,3,5,5,4,3,2,4,4,1,3,3,4,5,3,5,3,4,4,2,2,5,3,4,5,2,1,5,4,5,3,1,5,4,5,3,5,1,4,5,3,5,2,1,2,4,1,2,2,4,5,4,1,2,4,3,5,4,5,3,5,4,2,3,3,2,4,4,5,1,5,2,5,1,5,5,5,5,3,3,3,3,3,3,3,4,5,3,4,3,3,1,2,4,4,5,1,4,3,4,3,3,3,4,4,3,5,3,3,2,3,1,2,4,5
4,2,1,3,2,4,3,1,1,5,4,4,3,2,3,3,2,5,5,5,2,2,2,5,1,2,4,4,1,5,4,5,5,1,5,5,5,,5,5,5,1,3,3,5,5,5,2,2,5,2,1,3,4,4,5,5,5,2,3,4,4,4,2,5,4,3,5,3,1,5,4,5,3,5,3,5,1,5,5,5,3,5,4,1,1,4,1,4,2,2,4,4,3,3,2,5,4,3,4,4,3,4,4,3,4,3,2,5,3,4,2,2,3,5,4,3,3,4
4,2,4,4,4,5,4,3,4,5,4,4,5,3,4,5,5,5,4,4,4,4,4,3,3,4,4,3,3,3,2,5,3,4,3,3,3,3,5,3,5,5,5,4,4,3,2,2,4,1,2,4,4,4,4,5,4,3,3,3,4,3,3,4,5,5,4,5,4,1,1,2,2,2,4,2,4,3,2,4,4,3,5,3,3,5,3,2,5,3,3,3,4,4,3,4,3,3,3,5,4,4,2,4,4,1,4,3,4,3,4,4,3,5,3,2,4,3,4
3,4,5,5,5,2,5,3,4,1,4,4,5,1,5,1,1,4,3,2,1,5,5,5,2,3,3,3,3,1,2,2,2,1,4,3,5,5,5,4,1,1,5,4,4,1,2,3,2,1,5,1,5,1,5,5,1,2,3,3,1,2,1,,5,3,1,4,3,1,1,1,5,3,5,5,5,1,4,5,5,2,5,3,1,5,3,3,3,3,2,4,4,3,4,5,5,4,5,3,1,3,3,5,3,3,3,1,5,5,3,3,1,5,2,2,5,1,4
2,1,1,4,3,3,4,1,1,1,1,5,3,2,4,2,2,5,3,2,2,2,2,4,2,3,3,5,5,2,4,5,3,5,2,2,5,2,4,2,4,1,4,1,4,1,2,1,4,3,1,1,3,3,5,5,1,1,5,1,1,2,1,1,4,3,5,3,5,3,1,4,5,4,5,3,2,2,1,1,2,3,4,3,3,1,3,2,3,3,4,2,4,5,3,3,3,4,4,5,2,3,1,4,4,3,4,1,5,3,3,2,4,4,1,5,5,5,5
4,3,2,4,4,3,5,4,2,2,2,2,3,2,3,3,4,4,3,4,4,3,3,4,3,4,2,2,3,1,2,3,3,4,4,2,3,3,5,4,3,4,3,2,3,1,1,1,3,5,2,2,3,4,3,4,2,3,4,2,3,4,2,4,4,4,2,4,5,3,1,4,5,4,4,1,3,2,3,4,2,2,5,2,3,3,4,3,4,3,4,2,4,4,3,2,4,4,2,4,3,3,2,4,5,3,3,2,4,4,4,1,2,3,4,4,2,2,3
3,2,2,2,3,5,4,1,1,1,4,3,3,1,1,1,3,5,4,4,4,3,3,4,5,5,4,1,1,4,4,5,5,2,1,1,2,4,3,1,1,3,1,1,5,2,1,1,5,5,1,1,1,3,2,5,1,1,1,3,3,4,4,1,3,4,1,5,3,1,4,5,3,5,3,1,1,3,3,3,4,3,3,3,1,1,3,2,4,3,4,2,2,3,3,3,3,3,3,5,3,3,3,4,3,5,4,1,5,4,3,3,3,2,3,3,3,5,4
2,1,1,2,3,4,5,5,5,4,3,5,4,1,3,2,2,5,4,4,4,4,4,3,3,3,2,3,4,1,1,4,4,3,3,3,4,4,4,2,2,5,1,1,4,1,5,2,5,5,1,4,4,5,3,4,4,4,4,2,2,2,2,3,2,4,2,5,5,1,4,2,5,1,4,4,4,5,3,4,2,1,5,4,4,2,4,1,5,5,5,2,2,4,4,1,1,4,1,5,1,1,1,5,5,5,3,2,5,5,2,1,1,5,5,5,5,5,2
4,3,2,5,3,2,5,5,4,2,4,5,5,1,3,1,3,5,4,1,5,5,5,5,5,4,3,2,4,4,5,4,3,1,,5,5,5,5,5,1,1,4,4,5,5,5,1,3,5,2,1,1,5,5,5,3,3,4,2,2,3,5,1,5,5,1,5,4,2,2,3,5,5,3,1,4,1,1,2,4,1,5,4,1,2,3,1,4,1,5,2,4,4,4,5,2,4,3,3,4,4,4,5,5,3,4,2,2,5,4,5,2,2,1,5,1,3,5
4,1,1,1,2,5,4,1,1,4,5,3,4,2,1,5,4,5,3,2,1,4,5,2,1,4,2,1,1,1,1,5,2,4,3,1,2,3,3,1,4,2,3,1,4,5,2,1,5,4,1,2,3,2,3,5,3,5,2,1,1,1,1,2,4,3,2,5,4,1,2,2,5,1,5,1,4,3,4,5,3,1,4,2,2,2,4,2,5,2,4,3,2,3,3,2,3,4,2,5,3,4,2,4,4,3,3,4,2,4,1,1,3,4,4,4,4,4,4
4,2,1,2,4,4,3,1,2,3,3,3,4,1,2,4,3,4,4,3,2,5,5,2,2,2,2,3,3,1,1,5,2,4,2,1,2,2,4,3,5,3,2,1,3,3,1,1,1,4,1,3,5,2,4,5,2,5,3,1,4,2,2,3,4,4,4,3,3,1,2,1,4,4,4,4,2,4,3,3,3,2,4,4,3,3,3,2,4,2,4,4,3,2,4,2,2,4,4,4,2,4,4,3,4,2,3,3,5,2,3,3,2,4,3,4,4,3,5
2,3,3,1,4,5,5,1,1,4,3,3,2,1,2,4,5,4,3,1,2,4,3,2,1,3,1,4,3,3,2,5,3,2,2,2,3,3,2,2,2,3,1,1,3,3,3,3,4,3,2,5,4,3,3,4,3,3,3,2,3,2,4,1,3,4,4,3,2,1,1,2,5,3,4,2,4,4,4,5,4,2,2,4,2,2,4,3,3,3,4,3,3,3,2,3,5,4,3,4,3,3,4,4,4,3,3,4,1,2,4,3,4,4,4,2,3,2,3
4,3,3,2,1,4,4,3,4,5,2,2,2,5,1,3,3,5,2,2,2,3,5,2,2,4,3,1,1,1,1,4,4,2,2,2,3,2,5,2,2,3,1,1,1,5,5,5,5,5,1,1,1,1,1,5,4,1,3,3,3,3,3,3,3,3,2,5,3,1,3,3,3,3,5,1,4,3,3,3,4,5,5,,5,3,3,1,3,1,3,5,5,3,4,1,3,3,3,3,3,3,4,3,3,1,3,5,1,5,5,3,1,3,5,5,5,5,5
